,Customer Number,Campaign Period Sales,Historical Sales Volume,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language,Service Level,Date of Last Transaction,Number of Transactions,Email Available,Buy,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group
6547,14681729,0.0,1068672.0,1998-02-01,22,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2014-07-29,22,False,0,8455,2433,Mid-term,English
6548,14686353,382.1066666666667,966729.8666666666,1968-05-15,23,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2007-12-28,23,False,1,19309,4838,Long-term,English
6549,14686940,0.0,120032.94333333333,1986-12-15,7,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,Y,51-100,English,Premier,2016-03-11,7,True,0,12521,1842,Mid-term,English
6550,14688851,0.0,615980.0,1995-12-15,19,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,N,101-500,English,Standard,2009-08-12,19,True,0,9234,4245,Mid-term,English
6551,14689081,0.0,1930889.9999999998,2012-12-04,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2009-06-12,20,True,0,3035,4306,Short-term,English
6552,14689123,0.0,651786.6666666666,1997-04-01,20,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2013-05-31,20,True,0,8761,2857,Mid-term,English
6555,14698277,0.0,266512.89600000007,1997-10-01,16,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-01-18,16,True,0,8578,3356,Mid-term,English
6556,14705156,0.0,220211.82857142857,1991-12-01,13,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2016-05-17,13,False,0,10709,1775,Mid-term,English
6557,14705335,0.0,224372.80000000002,1990-09-15,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-10-30,21,False,0,11151,1975,Mid-term,English
6558,14711145,0.0,893486.6076190479,1990-05-01,23,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2014-01-30,23,True,0,11288,2613,Mid-term,English
6563,14728984,0.0,949291.2000000002,2011-09-02,18,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-06-19,18,False,0,3494,3569,Short-term,English
6564,14729006,0.0,303080.76190476195,1992-04-01,8,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,Unknown,Standard,2012-09-05,8,True,0,10587,3125,Mid-term,Unknown
6565,14730233,0.0,561892.5714285714,1986-07-01,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-03-09,22,False,0,12688,2575,Mid-term,English
6566,14732962,0.0,401922.7428571428,1995-02-15,19,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,Unknown,Premier,2010-01-19,19,True,0,9537,4085,Mid-term,Unknown
6567,14733627,0.0,240521.14285714287,1982-08-15,15,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-05-01,15,True,0,14104,2522,Mid-term,English
6569,14735929,253.04000000000002,275307.52,1965-12-15,17,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2011-08-10,17,False,1,20191,3517,Long-term,English
6571,14739597,0.0,987984.1920000003,1995-12-01,19,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-12-12,19,True,0,9248,3393,Mid-term,English
6572,14739879,248.32,333493.75999999995,1971-06-01,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2015-03-21,17,True,1,18197,2198,Long-term,English
6573,14740642,0.0,397291.8857142858,1997-12-25,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-09-07,16,True,0,8493,3123,Mid-term,English
6574,14741043,0.0,21011.466666666667,1990-07-01,1,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2013-08-15,1,True,0,11227,2781,Mid-term,English
6575,14741191,0.0,198784.8,1995-09-01,18,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2011-10-27,18,True,0,9339,3439,Mid-term,English
6576,14744131,229.56190476190477,86774.40000000001,1983-07-15,21,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-03-12,21,True,1,13770,2572,Mid-term,English
6577,14745020,439.62666666666667,320048.2133333333,1993-06-01,8,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-07-15,8,True,1,10161,3177,Mid-term,English
6578,14746335,141.96666666666667,111017.93333333333,1969-04-01,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,1-5,English,Standard,2015-07-08,17,False,1,18988,2089,Long-term,English
6579,14752480,284.7809523809524,533109.9428571429,1972-09-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,Unknown,Premier,2013-02-10,18,True,1,17739,2967,Long-term,Unknown
6581,14764417,0.0,70421.12000000001,1987-04-15,4,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-10-28,4,True,0,12400,3072,Mid-term,English
6582,14766361,0.0,1079615.9999999998,1987-09-15,20,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,11-50,English,Premier,2012-05-24,20,False,0,12247,3229,Mid-term,English
6583,14767298,0.0,740880.4266666666,1996-02-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-11-19,19,False,0,9172,3050,Mid-term,English
6584,14767590,0.0,1527721.2,1997-03-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2011-12-31,18,True,0,8792,3374,Mid-term,English
6585,14767988,221.55466666666672,278715.77066666674,1974-07-15,17,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2016-04-23,17,True,1,17057,1799,Long-term,English
6586,14769526,0.0,160111.5428571429,1990-07-15,18,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-02-10,18,True,0,11213,3698,Mid-term,English
6587,14770087,0.0,131075.46666666667,1995-12-15,7,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-06-05,7,True,0,9234,2487,Mid-term,English
6590,14785336,125.34666666666668,91001.68000000001,1994-10-15,22,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2015-03-09,22,True,1,9660,2210,Mid-term,English
6591,14786779,0.0,200148.48,2008-08-05,14,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-10-02,14,True,0,4617,2003,Short-term,English
6593,14789789,0.0,574800.0000000001,1988-01-01,20,False,True,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2014-12-09,20,True,0,12139,2300,Mid-term,English
6594,14792223,0.0,796316.7085714285,1995-12-15,19,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,Y,N,N,N,Y,6-10,English,Premier,2010-11-21,19,True,0,9234,3779,Mid-term,English
6595,14795069,0.0,935472.7619047621,1997-05-15,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-07-01,20,False,0,8717,3191,Mid-term,English
6596,14797596,0.0,1876205.0666666671,1997-05-15,23,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,500+,English,Premier,2009-11-27,23,False,0,8717,4138,Mid-term,English
6597,14798234,198.01166666666666,153261.03,2013-01-16,6,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,1-5,English,Standard,2015-04-14,6,True,1,2992,2174,Short-term,English
6598,14798280,0.0,567934.6400000001,1989-07-15,17,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-02-27,17,True,0,11578,2950,Mid-term,English
6600,14801574,97.22666666666667,106171.52,1981-08-15,12,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-12-22,12,False,1,14469,1922,Long-term,English
6601,14804935,0.0,820551.6800000002,2005-11-16,23,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2012-04-15,23,True,0,5610,3268,Short-term,English
6602,14806897,447.5466666666666,319548.32,2012-05-10,17,True,True,True,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2012-06-05,17,False,1,3243,3217,Short-term,English
6603,14807173,0.0,830936.2285714287,1996-02-15,19,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2010-01-12,19,True,0,9172,4092,Mid-term,English
6605,14816727,0.0,441140.70000000007,2003-04-11,9,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2011-10-02,9,False,0,6560,3464,Mid-term,English
6606,14820566,375.44000000000005,342776.72000000003,1994-02-15,11,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-01-12,11,True,1,9902,2996,Mid-term,English
6607,14830661,0.0,457718.6133333333,1984-12-15,16,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,1-5,English,Premier,2011-05-06,16,True,0,13251,3613,Mid-term,English
6608,14836993,0.0,121749.76000000002,1985-03-01,24,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2015-06-20,24,True,0,13175,2107,Mid-term,English
6609,14837105,0.0,96436.60000000002,1995-01-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-06-26,15,False,0,9568,3196,Mid-term,English
6613,14842047,0.0,5399294.4,1984-08-01,18,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,500+,English,Premier,2012-10-11,18,True,0,13387,3089,Mid-term,English
6615,14843085,717.4666666666667,329317.2,1976-11-15,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,101-500,English,Premier,2014-09-04,9,True,1,16203,2396,Long-term,English
6616,14845088,142.5142857142857,251965.25714285712,1981-07-01,26,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2015-11-26,26,False,1,14514,1948,Long-term,English
6617,14845935,153.7986666666667,173023.50000000003,1989-06-15,15,False,False,False,AUTO RENEW,PHONE,N,N,Y,N,N,N,N,N,Y,1-5,English,Premier,2015-05-20,15,False,1,11608,2138,Mid-term,English
6618,14849413,0.0,527609.3714285714,2001-07-05,19,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-11-03,19,True,0,7205,3066,Mid-term,English
6619,14849923,0.0,222259.2,1997-12-15,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-04-16,16,True,0,8503,2902,Mid-term,English
6620,14851474,0.0,393271.20000000007,2010-08-19,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-03-21,21,True,0,3873,3293,Short-term,English
6621,14854210,0.0,170856.60952380954,1985-04-15,11,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2011-10-10,11,False,0,13130,3456,Mid-term,English
6624,14858936,0.0,1347170.9333333333,1997-05-15,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-01-21,20,True,0,8717,3718,Mid-term,English
6625,14860847,304.4190476190476,502291.4285714285,1994-10-01,22,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-09-22,22,True,1,9674,3108,Mid-term,English
6626,14862007,0.0,266444.64285714284,1996-01-01,5,False,True,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,Y,N,N,6-10,Unknown,Standard,2012-04-24,5,False,0,9217,3259,Mid-term,Unknown
6627,14862465,0.0,517717.19999999995,1996-02-01,11,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-11-13,11,True,0,9186,2691,Mid-term,English
6630,14864322,266.084,31930.079999999998,1979-12-01,3,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-12-17,3,True,1,15092,3022,Long-term,English
6631,14864322,266.084,31930.079999999998,1979-12-01,3,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-02-09,24,True,1,15092,2603,Long-term,English
6632,14864403,0.0,211616.0,2007-03-13,16,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N,6-10,English,Standard,2011-04-14,16,False,0,5128,3635,Short-term,English
6633,14864643,0.0,471299.35238095233,1984-09-01,23,False,True,False,NOTICE,MAIL,Y,N,N,N,Y,N,N,N,Y,6-10,English,Standard,2013-01-13,23,True,0,13356,2995,Mid-term,English
6635,14864957,0.0,187062.85714285716,2005-12-10,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,Y,Y,6-10,English,Premier,2011-01-20,15,True,0,5586,3719,Short-term,English
6637,14873453,0.0,502170.00000000006,1989-05-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-10-05,19,True,0,11653,2730,Mid-term,English
6638,14873948,160.90666666666667,15447.04,1994-08-15,1,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-03-10,1,True,1,9721,2574,Mid-term,English
6641,14882858,0.0,562640.2133333333,2012-06-11,16,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2013-09-02,16,True,0,3211,2763,Short-term,English
6642,14883872,0.0,500933.76,1988-02-01,18,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-02-01,18,False,0,12108,2976,Mid-term,English
6643,14889385,0.0,267257.76,1992-04-15,22,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2015-03-23,22,False,0,10573,2196,Mid-term,English
6645,14890275,0.0,360954.88,1984-05-01,16,True,True,True,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-08-24,16,True,0,13479,2407,Mid-term,English
6646,14890308,0.0,237852.00000000003,1997-04-01,18,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2013-10-05,18,True,0,8761,2730,Mid-term,English
6647,14890466,458.34666666666664,128337.06666666665,1976-07-15,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2012-04-10,20,True,1,16326,3273,Long-term,English
6649,14895951,0.0,149784.96000000002,1995-05-15,21,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,6-10,English,Premier,2011-11-03,21,True,0,9448,3432,Mid-term,English
6650,14898643,671.7866666666667,1511520.0000000002,2009-12-10,18,True,True,True,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,Spanish,Premier,2009-04-14,18,True,1,4125,4365,Short-term,European
6652,14902952,0.0,264784.0,1996-04-15,19,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-03-10,19,True,0,9112,3670,Mid-term,English
6653,14905151,229.84761904761905,305697.3333333334,1977-07-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,Y,Y,6-10,English,Standard,2014-03-10,19,True,1,15975,2574,Long-term,English
6655,14912754,0.0,97464.00000000001,1986-08-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2009-08-05,15,True,0,12643,4252,Mid-term,English
6656,14912930,0.0,850889.9657142855,2009-07-27,18,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-09-03,18,True,0,4261,2762,Short-term,English
6657,14913812,0.0,494913.5657142858,1984-07-15,18,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2014-11-22,18,False,0,13404,2317,Mid-term,English
6660,14919140,402.6933333333334,845656.0000000001,1977-02-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,Y,N,N,N,Y,11-50,English,Standard,2013-01-20,15,True,1,16111,2988,Long-term,English
6661,14920209,0.0,166672.08000000002,1996-04-15,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-04-22,17,False,0,9112,2166,Mid-term,English
6663,14920969,0.0,464128.96,1991-12-25,19,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,Y,Y,1-5,English,Standard,2013-09-26,19,True,0,10685,2739,Mid-term,English
6664,14923100,0.0,923909.6533333333,1989-02-15,26,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2014-07-07,26,True,0,11728,2455,Mid-term,English
6665,14923822,0.0,319066.88,1989-12-01,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-01-15,17,True,0,11439,2993,Mid-term,English
6666,14925093,229.08000000000004,214418.88000000003,1979-12-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-04-11,18,False,1,15092,3272,Long-term,English
6668,14931962,0.0,216140.40000000002,1997-09-15,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,Unknown,Standard,2013-09-17,9,False,0,8594,2748,Mid-term,Unknown
6669,14932814,252.07619047619048,229893.4857142857,1980-09-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-10-02,19,True,1,14817,2733,Long-term,English
6670,14933444,0.0,1075635.2880000002,1996-04-15,21,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2013-09-22,21,False,0,9112,2743,Mid-term,English
6671,14933552,638.8666666666668,1043269.2666666668,1977-01-01,23,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2011-07-15,23,False,1,16156,3543,Long-term,English
6672,14935140,404.0914285714286,466725.6,1994-03-01,21,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,Y,Y,6-10,English,Premier,2012-02-03,21,False,1,9888,3340,Mid-term,English
6673,14935196,164.72380952380954,98504.8380952381,1977-11-01,23,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-06-20,23,True,1,15852,2107,Long-term,English
6674,14935576,0.0,87569.4857142857,1991-12-15,18,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-10-21,18,True,0,10695,2714,Mid-term,English
6675,14935884,224.0952380952381,102187.42857142858,2006-08-08,12,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-04-26,12,True,1,5345,2162,Short-term,English
6676,14942681,0.0,319052.16,1987-11-01,21,False,False,False,NOTICE,BRANCH (PHONE),Y,N,N,N,N,N,N,N,Y,11-50,English,Standard,2012-10-13,21,False,0,12200,3087,Mid-term,English
6677,14945140,0.0,556082.2857142858,1995-03-01,20,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-05-27,20,True,0,9523,2861,Mid-term,English
6678,14945225,193.86666666666667,465280.0,1981-07-15,20,False,True,False,NOTICE,BRANCH (POS),N,N,N,N,Y,N,N,N,Y,6-10,English,Premier,2013-04-07,20,True,1,14500,2911,Long-term,English
6680,14948895,0.0,12324.400000000001,1995-06-15,1,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2012-06-01,1,True,0,9417,3221,Mid-term,English
6681,14951803,0.0,163856.0,1979-07-15,38,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,1-5,English,Premier,2012-12-10,38,True,0,15231,3029,Long-term,English
6682,14952697,134.26666666666665,267862.0,1981-09-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-12-08,19,True,1,14438,2301,Long-term,English
6683,14953585,679.7266666666667,2109191.8466666667,2005-10-14,29,False,True,False,AUTO RENEW,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2012-11-01,29,True,1,5643,3068,Short-term,English
6684,14960291,0.0,918394.4,1996-03-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2011-06-28,15,True,0,9143,3560,Mid-term,English
6685,14960625,0.0,230485.20000000004,2014-08-29,21,False,True,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-03-04,21,True,0,2402,3310,Short-term,English
6687,14968926,0.0,148113.06666666665,1992-08-01,20,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-08-25,20,True,0,10465,2041,Mid-term,English
6688,14972927,0.0,991131.0,1996-08-01,15,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,Unknown,Premier,2013-03-03,15,True,0,9004,2946,Mid-term,Unknown
6690,14974940,0.0,109725.71428571429,1991-02-01,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-02-10,15,False,0,11012,2237,Mid-term,English
6691,14975883,0.0,410601.70666666667,1984-10-15,20,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-03-08,20,True,0,13312,2576,Mid-term,English
6692,14977756,0.0,137802.24,1994-08-15,8,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,1-5,English,Premier,2005-04-15,8,True,0,9721,5825,Mid-term,English
6693,14978591,241.50285714285718,177504.60000000003,2013-12-26,7,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-01-20,7,False,1,2648,2258,Short-term,English
6695,14981931,253.188,227869.2,1973-10-15,18,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-03-29,18,True,1,17330,2920,Long-term,English
6696,14983026,0.0,236816.00000000003,1996-11-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,Portuguese,Premier,2013-03-02,15,True,0,8898,2947,Mid-term,European
6697,14994989,0.0,811064.1142857145,1996-06-01,23,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-07-26,23,True,0,9065,3532,Mid-term,English
6698,14998759,658.4982857142857,1149738.0068571428,1973-10-15,18,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,6-10,English,Standard,2010-06-02,18,False,1,17330,3951,Long-term,English
6699,15000213,0.0,9718.433333333334,1987-07-15,1,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,1-5,English,Premier,2014-08-03,1,False,0,12309,2428,Mid-term,English
6700,15001960,293.7142857142857,650283.4285714286,1981-12-15,18,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2012-12-08,18,True,1,14347,3031,Long-term,English
6701,15002695,0.0,2395349.3333333335,1995-12-15,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,101-500,English,Standard,2011-12-06,16,True,0,9234,3399,Mid-term,English
6702,15006942,0.0,147792.80000000002,1985-11-15,12,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-12-19,12,True,0,12916,2290,Mid-term,English
6703,15009717,0.0,83932.6,1983-07-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2015-05-13,15,False,0,13770,2145,Mid-term,English
6704,15012711,0.0,202978.2857142857,1997-04-01,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-01-21,22,False,0,8761,2622,Mid-term,English
6705,15019865,0.0,280299.6,2014-01-08,18,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,N,Y,1-5,English,Standard,2014-07-17,18,True,0,2635,2445,Short-term,English
6706,15020609,0.0,271333.3333333333,1996-08-01,4,True,True,True,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-02-04,4,True,0,9004,3704,Mid-term,English
6707,15024018,0.0,249738.72000000003,1987-06-01,11,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2011-02-15,11,True,0,12353,3693,Mid-term,English
6708,15028786,0.0,1434343.5333333334,1988-03-15,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2013-10-17,22,True,0,12065,2718,Mid-term,English
6709,15030149,253.28000000000003,91180.80000000002,1992-09-15,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2011-08-08,9,True,1,10420,3519,Mid-term,English
6710,15032418,0.0,378705.8285714286,2000-07-20,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-01-27,19,False,0,7555,3347,Mid-term,English
